dataset,status,n,d,rate,seed,regret,random_regret,best_regret_possible,pick,max_regime_var,score_json,true_auc_json,regime_var_json
DataBreachRisk.npz,ok,5806,3,0.2704,0.0,7.06044946521267e-05,0.07056877512051174,0.0,LOF,0.03896544075215967,"{""CBLOF"": 2.488810871165534, ""COPOD"": 2.3606245042691025, ""ECOD"": 2.8885708346010914, ""HBOS"": 5.2638059853476955, ""IForest"": 6.986524106567641, ""KNN"": 7.732428608128364, ""LODA"": 3.8301462875510106, ""LOF"": 9.0, ""PCA"": 4.449088802369565}","{""IForest"": 0.9927532748467732, ""LOF"": 0.9999293955053479, ""KNN"": 0.9995343107799544, ""ECOD"": 0.8244389196010093, ""COPOD"": 0.9008742939550535, ""HBOS"": 1.0, ""PCA"": 1.0, ""CBLOF"": 0.9445927472659537, ""LODA"": 0.7027580819613027}","{""smallest_K30"": 0.010957913596305116, ""random_K30"": 0.02080724429371141, ""hard_K30"": 0.03896544075215967, ""smallest_K50"": 0.015603055846802128, ""random_K50"": 0.02543586914106273, ""hard_K50"": 0.028450560351924833}"
DataBreachRisk.npz,ok,5806,3,0.2704,1.0,0.00015773344549940838,0.06692446487468118,0.0,LOF,0.03749323712470039,"{""CBLOF"": 3.7270999796748203, ""COPOD"": 2.596426499101613, ""ECOD"": 3.1497082767480995, ""HBOS"": 5.410477035193772, ""IForest"": 6.4548841058416, ""KNN"": 8.145395278900997, ""LODA"": 2.8497855224070014, ""LOF"": 8.854604721099006, ""PCA"": 3.811618581033097}","{""IForest"": 0.9927314926090614, ""LOF"": 0.9998422665545006, ""KNN"": 0.9989672214878019, ""ECOD"": 0.8258863117413773, ""COPOD"": 0.8982108520610504, ""HBOS"": 0.9996695108760967, ""PCA"": 1.0, ""CBLOF"": 0.9750886311741377, ""LODA"": 0.7072835296238433}","{""smallest_K30"": 0.009666010786670341, ""random_K30"": 0.027797134056735454, ""hard_K30"": 0.030681692096911878, ""smallest_K50"": 0.021434512765206946, ""random_K50"": 0.02034975677834823, ""hard_K50"": 0.03749323712470039}"
DataBreachRisk.npz,ok,5806,3,0.2704,2.0,5.4080038456971735e-05,0.08138194527901299,0.0,LOF,0.03463944787160806,"{""CBLOF"": 3.3983329755988576, ""COPOD"": 2.9590851185649454, ""ECOD"": 2.94655622203653, ""HBOS"": 4.796729679021774, ""IForest"": 6.83398532240799, ""KNN"": 7.8923324238760415, ""LODA"": 3.550901748913215, ""LOF"": 9.0, ""PCA"": 3.6220765095806473}","{""IForest"": 0.9943816848936426, ""LOF"": 0.999945919961543, ""KNN"": 0.998816999158755, ""ECOD"": 0.8081247746665065, ""COPOD"": 0.8935637243119816, ""HBOS"": 0.9990085326282898, ""PCA"": 1.0, ""CBLOF"": 0.9717597043624564, ""LODA"": 0.6019611525057085}","{""smallest_K30"": 0.013627282514557313, ""random_K30"": 0.013637245806053345, ""hard_K30"": 0.028756536790172354, ""smallest_K50"": 0.015786770607990008, ""random_K50"": 0.02012083473400759, ""hard_K50"": 0.03463944787160806}"
AttackIncidents.npz,ok,5056,6,0.1088,0.0,0.026760733723039665,0.05197608009137933,0.0,LOF,0.006979575709620095,"{""CBLOF"": 3.402394917551393, ""COPOD"": 2.273344623934277, ""ECOD"": 2.70795742574691, ""HBOS"": 5.182918225963652, ""IForest"": 7.596955407505014, ""KNN"": 6.85732209762492, ""LODA"": 3.5218373142894106, ""LOF"": 8.600777150662509, ""PCA"": 4.856492836721913}","{""IForest"": 0.4603497278774441, ""LOF"": 0.5067113485184439, ""KNN"": 0.5334720822414836, ""ECOD"": 0.4548488208022576, ""COPOD"": 0.47322817980245924, ""HBOS"": 0.42378653497278773, ""PCA"": 0.4589850836524894, ""CBLOF"": 0.5091463414634146, ""LODA"": 0.5129359000201572}","{""smallest_K30"": 0.0056341452238407455, ""random_K30"": 0.0054296890264631465, ""hard_K30"": 0.006979575709620095, ""smallest_K50"": 0.0030524963390037387, ""random_K50"": 0.0030595553733216373, ""hard_K50"": 0.005249513321865509}"
AttackIncidents.npz,ok,5056,6,0.1088,1.0,0.025488812739367206,0.0493428744204798,0.0,LOF,0.00821518643603917,"{""CBLOF"": 4.665978830143047, ""COPOD"": 2.9063853752080004, ""ECOD"": 2.4438521648178044, ""HBOS"": 4.485225936973826, ""IForest"": 7.276524581007838, ""KNN"": 8.03603419949547, ""LODA"": 3.0702102514524117, ""LOF"": 8.374420840872023, ""PCA"": 3.7413678200295815}","{""IForest"": 0.4561570247933885, ""LOF"": 0.5056994557548881, ""KNN"": 0.5243731102600282, ""ECOD"": 0.4395857689981858, ""COPOD"": 0.4541997581132836, ""HBOS"": 0.43129510179399316, ""PCA"": 0.4631878653497279, ""CBLOF"": 0.5309221931062286, ""LODA"": 0.5311882684942553}","{""smallest_K30"": 0.003688834619848457, ""random_K30"": 0.0033674584517355785, ""hard_K30"": 0.005033513229189023, ""smallest_K50"": 0.00821518643603917, ""random_K50"": 0.006011428049111571, ""hard_K50"": 0.005844509127361461}"
AttackIncidents.npz,ok,5056,6,0.1088,2.0,0.03477827050997795,0.05602152343837491,0.0,LOF,0.01133864942175625,"{""CBLOF"": 4.243115204783433, ""COPOD"": 2.8230988707781073, ""ECOD"": 2.4330885444289496, ""HBOS"": 4.2211809823426965, ""IForest"": 7.637455127231335, ""KNN"": 7.651837914034653, ""LODA"": 3.707752334589796, ""LOF"": 8.536625915751337, ""PCA"": 3.7458451060596882}","{""IForest"": 0.46837633541624674, ""LOF"": 0.5090012094335818, ""KNN"": 0.5360985688369281, ""ECOD"": 0.4501501713364241, ""COPOD"": 0.4744668413626285, ""HBOS"": 0.42132029832695017, ""PCA"": 0.4545797218302761, ""CBLOF"": 0.5437794799435598, ""LODA"": 0.5320489820600686}","{""smallest_K30"": 0.0038365436418251885, ""random_K30"": 0.006390351988218962, ""hard_K30"": 0.01133864942175625, ""smallest_K50"": 0.00466847060278244, ""random_K50"": 0.0035133960501846136, ""hard_K50"": 0.00696165137716159}"
RNASequencingAnomaly.npz,ok,1728,101,0.1424,0.0,0.0668610221455751,0.2354900632339657,0.0,IForest,0.008050769233305378,"{""CBLOF"": 3.389132485446355, ""COPOD"": 5.452839441074373, ""ECOD"": 4.951674318708511, ""HBOS"": 4.59737775288672, ""IForest"": 6.792734132790011, ""KNN"": 2.9800677269166496, ""LODA"": 4.366021667763204, ""LOF"": 3.4701524744141823}","{""IForest"": 0.9253236976814212, ""LOF"": 0.9921847198269963, ""KNN"": 0.6963400947140784, ""ECOD"": 0.8458843174290329, ""COPOD"": 0.8192220306041444, ""HBOS"": 0.9121567983356601, ""CBLOF"": 0.56163258602283, ""LODA"": 0.30081300813008127}","{""smallest_K30"": 0.008050769233305378, ""random_K30"": 0.00024608753331497647, ""hard_K30"": 0.0024316463644659275, ""smallest_K50"": 0.005416611334894753, ""random_K50"": 0.0003049319839258671, ""hard_K50"": 0.0018203861590021654}"
RNASequencingAnomaly.npz,ok,1728,101,0.1424,1.0,0.06231693630067614,0.2186670225288111,0.0,IForest,0.005665668831833823,"{""CBLOF"": 3.4282276209815006, ""COPOD"": 4.933261408340668, ""ECOD"": 4.466109371808891, ""HBOS"": 4.802370973016231, ""IForest"": 6.51581661155298, ""KNN"": 3.977601810178204, ""LODA"": 4.545045016844416, ""LOF"": 3.331567187277109}","{""IForest"": 0.9335906490378035, ""LOF"": 0.9959075853384797, ""KNN"": 0.7292162820618106, ""ECOD"": 0.8681530754701485, ""COPOD"": 0.8353726971613151, ""HBOS"": 0.9125537214968109, ""CBLOF"": 0.5949878185650543, ""LODA"": 0.34814267334592536}","{""smallest_K30"": 0.004043739368907407, ""random_K30"": 0.0007754493625832692, ""hard_K30"": 0.0029583482612138634, ""smallest_K50"": 0.005665668831833823, ""random_K50"": 0.0011096850349296803, ""hard_K50"": 0.0017811590292822314}"
RNASequencingAnomaly.npz,ok,1728,101,0.1424,2.0,0.058046590566915746,0.19266342284634974,0.0,IForest,0.011046833976493564,"{""CBLOF"": 3.9185831848983512, ""COPOD"": 5.667348108627594, ""ECOD"": 5.291953675640241, ""HBOS"": 4.685815583459879, ""IForest"": 7.105924923206331, ""KNN"": 1.9033264587721077, ""LODA"": 4.296247255231378, ""LOF"": 3.1308008101641196}","{""IForest"": 0.9396676795050779, ""LOF"": 0.9977142700719936, ""KNN"": 0.7157756426049108, ""ECOD"": 0.8567654868467877, ""COPOD"": 0.8307054282664039, ""HBOS"": 0.9079412006241274, ""CBLOF"": 0.6091949303331416, ""LODA"": 0.5826421395527086}","{""smallest_K30"": 0.011046833976493564, ""random_K30"": 0.0009462662012200645, ""hard_K30"": 0.0016683956790352283, ""smallest_K50"": 0.00659110416966129, ""random_K50"": 0.0007350430484403807, ""hard_K50"": 0.0018438812608613066}"
WaterQualityComplaints.npz,ok,1404,6,0.1225,0.0,0.036154787684775536,0.07213957672954019,0.0,IForest,0.007640477835495685,"{""CBLOF"": 4.281617724895981, ""COPOD"": 3.2261469012287565, ""ECOD"": 2.854557030154137, ""HBOS"": 5.968470846248322, ""IForest"": 7.600014693089561, ""KNN"": 6.727864386862875, ""LODA"": 4.511863886476213, ""LOF"": 4.601113085931828, ""PCA"": 5.228351445112318}","{""IForest"": 0.5892335938235571, ""LOF"": 0.4888663967611336, ""KNN"": 0.5410742867903211, ""ECOD"": 0.5353780246681104, ""COPOD"": 0.6253883815083326, ""HBOS"": 0.5351191036625553, ""PCA"": 0.5473590057433386, ""CBLOF"": 0.5289049995292345, ""LODA"": 0.5879154505225497}","{""smallest_K30"": 0.005046181711626074, ""random_K30"": 0.0025753116184022502, ""hard_K30"": 0.007640477835495685, ""smallest_K50"": 0.0037214056161231526, ""random_K50"": 0.001345547862725788, ""hard_K50"": 0.003461694648709419}"
WaterQualityComplaints.npz,ok,1404,6,0.1225,1.0,0.050866208454947826,0.08031781899590962,0.0,IForest,0.007746911697205339,"{""CBLOF"": 2.5347051764938193, ""COPOD"": 4.18431447152046, ""ECOD"": 4.337403037317184, ""HBOS"": 7.190563465121684, ""IForest"": 8.828874250729704, ""KNN"": 5.045602748758116, ""LODA"": 3.9032874035853156, ""LOF"": 3.3491395102004504, ""PCA"": 5.626109936273266}","{""IForest"": 0.5667545428867338, ""LOF"": 0.4681056397702664, ""KNN"": 0.5289756143489314, ""ECOD"": 0.5235618115055078, ""COPOD"": 0.6176207513416816, ""HBOS"": 0.5328711985688729, ""PCA"": 0.5301996045570097, ""CBLOF"": 0.5579512286978627, ""LODA"": 0.5096859994350814}","{""smallest_K30"": 0.007746911697205339, ""random_K30"": 0.0026903506930332495, ""hard_K30"": 0.004083951483198284, ""smallest_K50"": 0.006177573603355439, ""random_K50"": 0.0022784771778715483, ""hard_K50"": 0.0008879426599153074}"
WaterQualityComplaints.npz,ok,1404,6,0.1225,2.0,0.0037190471706994854,0.05401902938622638,0.0,IForest,0.008693192902968709,"{""CBLOF"": 3.0213642484597574, ""COPOD"": 2.824005942203749, ""ECOD"": 4.121792053449672, ""HBOS"": 7.171497208991438, ""IForest"": 9.0, ""KNN"": 5.648339292065404, ""LODA"": 4.587532940392583, ""LOF"": 2.553798254048957, ""PCA"": 6.071670060388437}","{""IForest"": 0.6115478768477544, ""LOF"": 0.472165991902834, ""KNN"": 0.5157000282459279, ""ECOD"": 0.5503954429903022, ""COPOD"": 0.6152669240184538, ""HBOS"": 0.5592222954524055, ""PCA"": 0.5725214198286414, ""CBLOF"": 0.5776056868468129, ""LODA"": 0.5768053855569155}","{""smallest_K30"": 0.008693192902968709, ""random_K30"": 0.0021735452161319303, ""hard_K30"": 0.003254755778793664, ""smallest_K50"": 0.0049949969174017065, ""random_K50"": 0.0016889265577364617, ""hard_K50"": 0.0011411859511547208}"
GameRegret.npz,ok,1760,3,0.017,0.0,0.6036127167630059,0.389333119246414,0.0,LOF,0.024916650592000423,"{""CBLOF"": 5.14308431758903, ""COPOD"": 2.2583216864908393, ""ECOD"": 2.141227708446254, ""HBOS"": 5.705020947522699, ""IForest"": 7.137520057088602, ""KNN"": 8.233145535921699, ""LODA"": 3.1410932621188037, ""LOF"": 8.419841027653659, ""PCA"": 2.8207454571684227}","{""IForest"": 0.5977842003853564, ""LOF"": 0.34682080924855485, ""KNN"": 0.2167630057803468, ""ECOD"": 0.5241811175337188, ""COPOD"": 0.68121387283237, ""HBOS"": 0.4678709055876686, ""PCA"": 0.8229287090558767, ""CBLOF"": 0.44190751445086707, ""LODA"": 0.9504335260115607}","{""smallest_K30"": 0.024916650592000423, ""random_K30"": 0.015993749301343906, ""hard_K30"": 0.017907301832452767, ""smallest_K50"": 0.01856328831104172, ""random_K50"": 0.015814081320927802, ""hard_K50"": 0.024697769665488856}"
GameRegret.npz,ok,1760,3,0.017,1.0,0.6736030828516377,0.38632519803040033,0.0,KNN,0.03789968411121921,"{""CBLOF"": 4.851314074092323, ""COPOD"": 2.4370332813652427, ""ECOD"": 1.3810189546358158, ""HBOS"": 6.708577751270443, ""IForest"": 6.74732173371387, ""KNN"": 8.15007703648458, ""LODA"": 3.6795898666932674, ""LOF"": 8.101303861743052, ""PCA"": 2.9437634400014}","{""IForest"": 0.5818400770712909, ""LOF"": 0.3978323699421965, ""KNN"": 0.23776493256262043, ""ECOD"": 0.533815028901734, ""COPOD"": 0.6747109826589596, ""HBOS"": 0.42919075144508667, ""PCA"": 0.7985067437379576, ""CBLOF"": 0.16035645472061655, ""LODA"": 0.9113680154142582}","{""smallest_K30"": 0.01810686807638362, ""random_K30"": 0.019780924293613545, ""hard_K30"": 0.03789968411121921, ""smallest_K50"": 0.019026185233144394, ""random_K50"": 0.01738764518091679, ""hard_K50"": 0.014654056325613037}"
GameRegret.npz,ok,1760,3,0.017,2.0,0.34797687861271676,0.33274994647827016,0.0,LOF,0.032237813621219684,"{""CBLOF"": 4.764017175125663, ""COPOD"": 1.6548530481217996, ""ECOD"": 2.2965539924962033, ""HBOS"": 6.235982824874336, ""IForest"": 6.859681822997691, ""KNN"": 7.9501979609381275, ""LODA"": 3.504099053781345, ""LOF"": 8.67967763683396, ""PCA"": 3.0549364848308733}","{""IForest"": 0.6453757225433526, ""LOF"": 0.5834296724470135, ""KNN"": 0.2821772639691715, ""ECOD"": 0.5035163776493257, ""COPOD"": 0.6604046242774566, ""HBOS"": 0.508766859344894, ""PCA"": 0.7784200385356455, ""CBLOF"": 0.49441233140655105, ""LODA"": 0.9314065510597302}","{""smallest_K30"": 0.020217282059424142, ""random_K30"": 0.015076131427125508, ""hard_K30"": 0.03219578693940089, ""smallest_K50"": 0.01442800597434904, ""random_K50"": 0.012075829798631622, ""hard_K50"": 0.032237813621219684}"
GeologicalStructure.npz,ok,1004,4,0.012,0.0,0.00041876046901179187,0.002146147403685128,0.0,KNN,0.01895923695270686,"{""COPOD"": 1.6633017843810067, ""ECOD"": 1.5553107017291246, ""HBOS"": 5.418691708410719, ""IForest"": 6.675921475489108, ""KNN"": 9.000000000000002, ""LODA"": 4.643543568505098, ""LOF"": 7.890693756944935, ""PCA"": 3.109306243055066}","{""IForest"": 1.0, ""LOF"": 1.0, ""KNN"": 0.9995812395309882, ""ECOD"": 0.9949748743718593, ""COPOD"": 0.992462311557789, ""HBOS"": 0.9958123953098827, ""PCA"": 1.0, ""LODA"": 1.0}","{""smallest_K30"": 0.009158650676397912, ""random_K30"": 0.012515309882650118, ""hard_K30"": 0.01895923695270686, ""smallest_K50"": 0.008300234429164532, ""random_K50"": 0.01305206891849622, ""hard_K50"": 0.01395009254473328}"
GeologicalStructure.npz,ok,1004,4,0.012,1.0,0.0,0.01712265028847937,0.0,KNN,0.01566872531413374,"{""CBLOF"": 5.609361930280551, ""COPOD"": 1.2049061530775296, ""ECOD"": 1.7950938469224704, ""HBOS"": 4.346791458788211, ""IForest"": 6.785291698370487, ""KNN"": 9.0, ""LODA"": 4.719082988069818, ""LOF"": 8.0, ""PCA"": 3.539471924490936}","{""IForest"": 1.0, ""LOF"": 1.0, ""KNN"": 1.0, ""ECOD"": 0.9937185929648241, ""COPOD"": 0.9970686767169179, ""HBOS"": 0.981574539363484, ""PCA"": 1.0, ""CBLOF"": 0.9819932998324958, ""LODA"": 0.8915410385259632}","{""smallest_K30"": 0.00981922458473948, ""random_K30"": 0.014953395855590535, ""hard_K30"": 0.014650924557357774, ""smallest_K50"": 0.00803148543700504, ""random_K50"": 0.009853046709285463, ""hard_K50"": 0.01566872531413374}"
GeologicalStructure.npz,ok,1004,4,0.012,2.0,0.0,0.03801414479806431,0.0,KNN,0.024025766028703332,"{""CBLOF"": 5.390018111183497, ""COPOD"": 1.6551940603701398, ""ECOD"": 1.7900263688773603, ""HBOS"": 5.351438782122704, ""IForest"": 6.388005034548337, ""KNN"": 8.999999999999998, ""LODA"": 4.678490368939076, ""LOF"": 8.0, ""PCA"": 2.7468272739588824}","{""IForest"": 1.0, ""LOF"": 1.0, ""KNN"": 1.0, ""ECOD"": 0.9991624790619765, ""COPOD"": 0.9945561139028476, ""HBOS"": 0.7780569514237856, ""PCA"": 1.0, ""CBLOF"": 0.8911222780569514, ""LODA"": 0.9949748743718593}","{""smallest_K30"": 0.01038242807136265, ""random_K30"": 0.011259415892194206, ""hard_K30"": 0.011600383340737885, ""smallest_K50"": 0.007539429969299082, ""random_K50"": 0.013708797859659455, ""hard_K50"": 0.024025766028703332}"
IndustrialFanVibration.npz,filtered,440178,6,0.2645,,,,,,,,,
HousePriceSales.npz,ok,1299,23,0.0778,0.0,0.054496699669967064,0.07876959570957098,0.0,IForest,0.007577854239382191,"{""CBLOF"": 3.4871850223988035, ""COPOD"": 5.317686941125041, ""ECOD"": 4.173862908313797, ""HBOS"": 4.5461315334489605, ""IForest"": 7.029223645070397, ""KNN"": 3.5275430934853427, ""LODA"": 5.69697998818725, ""LOF"": 4.138086113487327}","{""IForest"": 0.5562293729372937, ""LOF"": 0.5355610561056106, ""KNN"": 0.5118811881188119, ""ECOD"": 0.5561468646864687, ""COPOD"": 0.5146452145214522, ""HBOS"": 0.6107260726072608, ""CBLOF"": 0.49839108910891095, ""LODA"": 0.47207095709570956}","{""smallest_K30"": 0.001006415124119039, ""random_K30"": 0.0016505932255193641, ""hard_K30"": 0.0016667749458878563, ""smallest_K50"": 0.007577854239382191, ""random_K50"": 0.0005617459112887307, ""hard_K50"": 0.0019733182688857404}"
HousePriceSales.npz,ok,1299,23,0.0778,1.0,0.06559405940594054,0.0844832920792079,0.0,IForest,0.008410440049349434,"{""CBLOF"": 3.8362459583208337, ""COPOD"": 5.167854267905572, ""ECOD"": 4.590295147394279, ""HBOS"": 6.239221951680872, ""IForest"": 7.116253414276174, ""KNN"": 3.3053407042285876, ""LODA"": 4.760415507506566, ""LOF"": 3.898607510943966}","{""IForest"": 0.5474009900990099, ""LOF"": 0.544513201320132, ""KNN"": 0.5117986798679868, ""ECOD"": 0.5367161716171617, ""COPOD"": 0.5087458745874587, ""HBOS"": 0.6129950495049504, ""CBLOF"": 0.4953795379537954, ""LODA"": 0.4705445544554456}","{""smallest_K30"": 0.008410440049349434, ""random_K30"": 0.002077197754385313, ""hard_K30"": 0.001003668470608207, ""smallest_K50"": 0.006528251129001136, ""random_K50"": 0.00013122808097683195, ""hard_K50"": 0.006640293396531155}"
HousePriceSales.npz,ok,1299,23,0.0778,2.0,0.049917491749174925,0.07639232673267338,0.0,IForest,0.009910948333686706,"{""CBLOF"": 2.773560682585016, ""COPOD"": 5.6247147041284284, ""ECOD"": 5.352964938454325, ""HBOS"": 4.825742682597778, ""IForest"": 7.405146938467086, ""KNN"": 3.5243382333844346, ""LODA"": 4.989704148939137, ""LOF"": 2.253834731378993}","{""IForest"": 0.5769389438943895, ""LOF"": 0.5470297029702971, ""KNN"": 0.5265676567656765, ""ECOD"": 0.5750412541254125, ""COPOD"": 0.5432343234323432, ""HBOS"": 0.6268564356435644, ""CBLOF"": 0.5266501650165016, ""LODA"": 0.48139438943894397}","{""smallest_K30"": 0.009910948333686706, ""random_K30"": 0.001644425268322393, ""hard_K30"": 0.0022449929976437015, ""smallest_K50"": 0.00943790037626917, ""random_K50"": 0.0012074350425612017, ""hard_K50"": 0.0014980627760444486}"
CPUVerification.npz,ok,1998,3,0.036,0.0,0.005181347150259086,0.023815806307170728,0.0,LOF,0.0419196104957553,"{""CBLOF"": 5.44495429517562, ""COPOD"": 2.512094260301695, ""ECOD"": 2.4879057396983053, ""HBOS"": 6.877961880685138, ""IForest"": 5.560474784284361, ""KNN"": 8.11660903985488, ""LODA"": 2.648053842759907, ""LOF"": 8.88339096014512, ""PCA"": 2.468555197094975}","{""IForest"": 1.0, ""LOF"": 0.9948186528497409, ""KNN"": 1.0, ""ECOD"": 0.9406663788140471, ""COPOD"": 0.946027633851468, ""HBOS"": 1.0, ""PCA"": 1.0, ""CBLOF"": 1.0, ""LODA"": 0.9041450777202072}","{""smallest_K30"": 0.02455145566880801, ""random_K30"": 0.030460244109062756, ""hard_K30"": 0.0419196104957553, ""smallest_K50"": 0.023459241167040318, ""random_K50"": 0.04019336927079618, ""hard_K50"": 0.04059466026506413}"
CPUVerification.npz,ok,1998,3,0.036,1.0,0.002590673575129543,0.022200633275762827,0.0,LOF,0.04468705294802314,"{""CBLOF"": 5.430510976796355, ""COPOD"": 1.572386119925566, ""ECOD"": 2.078436603766623, ""HBOS"": 7.0, ""IForest"": 5.569489023203646, ""KNN"": 8.124020017957761, ""LODA"": 2.597217312223335, ""LOF"": 8.875979982042239, ""PCA"": 3.751959964084476}","{""IForest"": 1.0, ""LOF"": 0.9974093264248705, ""KNN"": 1.0, ""ECOD"": 0.9440126655152561, ""COPOD"": 0.941673862982153, ""HBOS"": 1.0, ""PCA"": 1.0, ""CBLOF"": 1.0, ""LODA"": 0.9170984455958548}","{""smallest_K30"": 0.011942067173517281, ""random_K30"": 0.03437092412702212, ""hard_K30"": 0.04468705294802314, ""smallest_K50"": 0.024301614881874562, ""random_K50"": 0.040976273654930666, ""hard_K50"": 0.03967119931483153}"
CPUVerification.npz,ok,1998,3,0.036,2.0,0.005181347150259086,0.02000175909934121,0.0,LOF,0.042010638471255815,"{""CBLOF"": 5.465043787495708, ""COPOD"": 2.1582487857773813, ""ECOD"": 2.4559106650215923, ""HBOS"": 6.841751214222619, ""IForest"": 5.772329391170364, ""KNN"": 8.07912439288869, ""LODA"": 2.3193502346520813, ""LOF"": 8.841751214222619, ""PCA"": 3.066490314548945}","{""IForest"": 1.0, ""LOF"": 0.9948186528497409, ""KNN"": 1.0, ""ECOD"": 0.9586571675302245, ""COPOD"": 0.9520005757052389, ""HBOS"": 0.9999999999999999, ""PCA"": 1.0, ""CBLOF"": 1.0, ""LODA"": 0.9145077720207254}","{""smallest_K30"": 0.014891723121219417, ""random_K30"": 0.03869178828695928, ""hard_K30"": 0.04070301881616222, ""smallest_K50"": 0.01796856607948978, ""random_K50"": 0.03394074084575711, ""hard_K50"": 0.042010638471255815}"
